Geo Point;Geo Shape;ID;GEST;NUM;Localisati;ADR_S;dep;ARRO;MODELE;NB;TYPE_ENP;CLASSEE;COMPTEUR;OUV_HIVER;SDF;EN_SERVICE;COMM;ADR_APUR;ARR;code;CFA;NUM1;LET;TYPV;LIBV;CLE;num_ox;ARRO1;QUA;A_BOIRE
48.8276907427, 2.3527045146;"{""type"": ""Point"", ""coordinates"": [2.352704514596478, 48.827690742688766]}";631.0;EDP;1;Fontaine Verlaine;place Paul Verlaine;75.0;75013;Fontaine à l'Albien;1.0;Non;;Oui;Non;;;;pl Paul Verlaine;113.0;5.0;7188;1;;PL;PAUL VERLAINE;7188-1;numnr;13.0;51.0;1
48.8630060917, 2.35332790961;"{""type"": ""Point"", ""coordinates"": [2.353327909606625, 48.86300609173077]}";73.0;DVD;3/104;;34 rue du Grenier Saint Lazare;75.0;75003;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;34 rue du Grenier Saint Lazare;103.0;14.0;4320;34;;RUE;GRENIER SAINT LAZARE;4320-34;;3.0;12.0;1
48.8841926906, 2.35290252433;"{""type"": ""Point"", ""coordinates"": [2.3529025243321, 48.88419269064464]}";1214.0;DVD;18/161;;90 Boulevard de la Chapelle;75.0;75018;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;90 Boulevard de la Chapelle;118.0;14.0;1765;90;;BD;CHAPELLE;1765-90;;18.0;71.0;1
48.86736445, 2.35384397285;"{""type"": ""Point"", ""coordinates"": [2.353843972845947, 48.86736445004222]}";69.0;DEVE;16;Fontaine côté rue Papin;98 bis boulevard de Sébastopol;75.0;75003;Fontaine ornementale;1.0;;;;;;;;98 bis boulevard de Sebastopol;103.0;12.0;8894;98;B;BD;SEBASTOPOL;8894-98B;;3.0;9.0;0
48.8187110236, 2.3544551787;"{""type"": ""Point"", ""coordinates"": [2.354455178699785, 48.81871102364201]}";655.0;DEVE;92;Bassins,fontaine, cascade;19 rue de la Poterne des Peupliers;75.0;75013;Fontaine ornementale;1.0;;;;;;;;19 rue de la Poterne des Peupliers;113.0;12.0;7759;19;;RUE;POTERNE DES PEUPLIERS;7759-19;;13.0;51.0;0
48.8547926922, 2.35326211253;"{""type"": ""Point"", ""coordinates"": [2.35326211252652, 48.85479269217954]}";94.0;DEVE;;Square des Berges de l'Hôtel de Ville;2 rue de Brosse;75.0;75004;Modèle spécifique;1.0;Non;Non;Non;;Oui;Oui;;2 rue de Brosse;104.0;7.0;1319;2;;RUE;BROSSE;1319-2;;4.0;14.0;1
48.8670940694, 2.35410913437;"{""type"": ""Point"", ""coordinates"": [2.354109134366721, 48.86709406943138]}";59.0;DEVE;;Square Emile-Chautemps;Rue Papin;75.0;75003;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;Rue Papin;103.0;4.0;7040;1;;RUE;PAPIN;7040-1;numnr;3.0;9.0;1
48.8436842538, 2.35512577598;"{""type"": ""Point"", ""coordinates"": [2.355125775979703, 48.843684253756564]}";133.0;EDP;1;;59 rue Geoffroy-Saint-Hilaire;75.0;75005;Applique;1.0;Non;;Oui;Non;;Non;Travaux en cours repose Août 2014;59 rue Geoffroy Saint Hilaire;105.0;2.0;4108;59;;RUE;GEOFFROY SAINT HILAIRE;4108-59;;5.0;18.0;1
48.8843574235, 2.35520960888;"{""type"": ""Point"", ""coordinates"": [2.355209608878009, 48.88435742352837]}";1208.0;DVD;18/117;;60 Boulevard de la Chapelle;75.0;75018;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;60 Boulevard de la Chapelle;118.0;14.0;1765;60;;BD;CHAPELLE;1765-60;;18.0;71.0;1
48.8563071197, 2.35542324232;"{""type"": ""Point"", ""coordinates"": [2.355423242322527, 48.85630711972062]}";116.0;DDEEES;;Marché Baudoyer;Place Baudoyer;75.0;75004;Borne marché;1.0;Non;Non;;;;;;pl Baudoyer;104.0;13.0;0731;1;;PL;BAUDOYER;0731-1;numnr;4.0;14.0;0
48.8462398556, 2.3546318128;"{""type"": ""Point"", ""coordinates"": [2.35463181280155, 48.846239855596124]}";157.0;DPA;22;Fontaine Jussieu;1 place Jussieu;75.0;75005;Fontaine ornementale;1.0;Non;Non;Oui;Non;;Oui;;1 place Jussieu;105.0;12.0;5129;1;;PL;JUSSIEU;5129-1;;5.0;17.0;0
48.8453349742, 2.35644681891;"{""type"": ""Point"", ""coordinates"": [2.356446818905568, 48.84533497416232]}";192.0;DVD;5/110;;Place Jussieu devant Université;75.0;75005;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;pl Jussieu devant Universite;105.0;14.0;5129;2;;PL;JUSSIEU;5129-2;numnr;5.0;17.0;1
48.8378310904, 2.35578252514;"{""type"": ""Point"", ""coordinates"": [2.35578252513735, 48.837831090375055]}";717.0;DVD;13/136;;51 Boulevard Saint Marcel;75.0;75013;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;51 Boulevard Saint Marcel;113.0;14.0;8690;51;;BD;SAINT MARCEL;8690-51;;13.0;49.0;1
48.8578817016, 2.35618269796;"{""type"": ""Point"", ""coordinates"": [2.35618269796127, 48.85788170158197]}";120.0;DVD;4/107;;10 bis rue de Moussy;75.0;75004;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;10 bis rue de Moussy;104.0;14.0;6618;10;B;RUE;MOUSSY;6618-10B;;4.0;14.0;1
48.833791886, 2.35696321133;"{""type"": ""Point"", ""coordinates"": [2.356963211330827, 48.833791885985136]}";706.0;DVD;13/170;;146 Boulevard de l'Hôpital;75.0;75013;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;146 Boulevard de l Hopital;113.0;14.0;4649;146;;BD;HOPITAL;4649-146;;13.0;49.0;1
48.8281941606, 2.35639288376;"{""type"": ""Point"", ""coordinates"": [2.356392883757883, 48.82819416064101]}";715.0;DVD;13/120;;46 Avenue d'Italie;75.0;75013;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;46 Avenue d Italie;113.0;14.0;4754;46;;AV;ITALIE;4754-46;;13.0;51.0;1
48.8977112842, 2.3586358361;"{""type"": ""Point"", ""coordinates"": [2.35863583610278, 48.89771128422703]}";1213.0;DVD;18/109;;87/89 rue de la Chapelle;75.0;75018;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;87 rue de la Chapelle;118.0;14.0;1769;87;;RUE;CHAPELLE;1769-87;;18.0;71.0;1
48.884671215, 2.35876647566;"{""type"": ""Point"", ""coordinates"": [2.35876647566254, 48.88467121499755]}";1127.0;DEVE;;Square de Jessain;22 Place de la Chapelle;75.0;75018;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;22 Place de la Chapelle;118.0;4.0;1768;22;;PL;CHAPELLE;1768-22;;18.0;71.0;1
48.8277991903, 2.36024218005;"{""type"": ""Point"", ""coordinates"": [2.360242180051551, 48.82779919026715]}";607.0;DEVE;;Square de Choisy;128 avenue de Choisy;75.0;75013;Borne-fontaine;6.0;Non;Non;Non;Non;Oui;Oui;;128 avenue de Choisy;113.0;4.0;2015;128;;AV;CHOISY;2015-128;;13.0;50.0;1
48.8500574618, 2.35964808517;"{""type"": ""Point"", ""coordinates"": [2.359648085166837, 48.8500574617611]}";86.0;DEVE;;Square Henri-Galli;7 boulevard Henri IV;75.0;75004;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;7 boulevard Henri IV;104.0;4.0;4583;7;;BD;HENRI IV;4583-7;;4.0;16.0;1
48.8551910231, 2.36028350838;"{""type"": ""Point"", ""coordinates"": [2.360283508381806, 48.855191023132775]}";124.0;DVD;4/127;;127 Rue Saint Antoine;75.0;75004;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;127 Rue Saint Antoine;104.0;14.0;8490;127;;RUE;SAINT ANTOINE;8490-127;;4.0;14.0;1
48.8202656551, 2.36016784652;"{""type"": ""Point"", ""coordinates"": [2.360167846516431, 48.82026565511916]}";651.0;DEVE;99;Fontaines et bassins;11 rue Tagore;75.0;75013;Fontaine ornementale;1.0;;;;;;;;11 rue Tagore;113.0;12.0;9145;11;;RUE;TAGORE;9145-11;;13.0;51.0;0
48.8958332126, 2.3609263248;"{""type"": ""Point"", ""coordinates"": [2.360926324795295, 48.89583321264436]}";1129.0;DEVE;;Square Raymond-Queneau;22 rue Raymond-Queneau;75.0;75018;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;22 rue Raymond Queneau;118.0;4.0;8060;22;;RUE;RAYMOND QUENEAU;8060-22;;18.0;72.0;1
48.839774023, 2.36235568161;"{""type"": ""Point"", ""coordinates"": [2.362355681605313, 48.839774023030074]}";701.0;DVD;13/165;;1 boulevard Saint-Marcel;75.0;75013;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;1 boulevard Saint Marcel;113.0;14.0;8690;1;;BD;SAINT MARCEL;8690-1;;13.0;49.0;1
48.8763433872, 2.3611244899;"{""type"": ""Point"", ""coordinates"": [2.361124489901306, 48.87634338723379]}";367.0;DVD;10/107;;1 Avenue de Verdun;75.0;75010;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;1 Avenue de Verdun;110.0;14.0;9670;1;;AV;VERDUN;9670-1;;10.0;40.0;1
48.8405060209, 2.36117849877;"{""type"": ""Point"", ""coordinates"": [2.361178498771932, 48.840506020853624]}";185.0;DVD;5/101;;6 rue Poliveau;75.0;75005;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;6 rue Poliveau;105.0;14.0;7576;6;;RUE;POLIVEAU;7576-6;;5.0;18.0;1
48.8599696307, 2.36164207134;"{""type"": ""Point"", ""coordinates"": [2.361642071338179, 48.859969630696696]}";67.0;DEVE;15;;90 rue Vieille du Temple;75.0;75003;Fontaine ornementale;1.0;;;;;;;;90 rue Vieille du Temple;103.0;12.0;9783;90;;RUE;VIEILLE DU TEMPLE;9783-90;;3.0;11.0;0
48.832426797, 2.36154589104;"{""type"": ""Point"", ""coordinates"": [2.361545891044893, 48.832426796997545]}";707.0;DVD;13/128;;151 Boulevard Vincent Auriol;75.0;75013;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;151 Boulevard Vincent Auriol;113.0;14.0;9853;151;;BD;VINCENT AURIOL;9853-151;;13.0;50.0;1
48.8541174639, 2.36164853363;"{""type"": ""Point"", ""coordinates"": [2.361648533625205, 48.85411746385994]}";115.0;DPA;13;Fontaine Eginhard;Rue Eginhard;75.0;75004;Fontaine ornementale;1.0;Non;Non;Oui;Non;;Oui;non accessible;Rue Eginhard;104.0;12.0;3172;1;;RUE;EGINHARD;3172-1;numnr;4.0;14.0;0
48.8580047118, 2.36271991241;"{""type"": ""Point"", ""coordinates"": [2.362719912408141, 48.85800471180028]}";58.0;DEVE;;Square Georges-Cain;8 rue Payenne;75.0;75003;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;8 rue Payenne;103.0;4.0;7205;8;;RUE;PAYENNE;7205-8;;3.0;11.0;1
48.8412573272, 2.36283955267;"{""type"": ""Point"", ""coordinates"": [2.362839552674456, 48.84125732724878]}";685.0;DDEEES;;Marché Salpêtrière;24 boulevard de l'Hôpital;75.0;75013;Borne marché;1.0;Non;Non;;;;;;24 boulevard de l Hopital;113.0;13.0;4649;24;;BD;HOPITAL;4649-24;;5.0;18.0;0
48.8240435856, 2.36303534506;"{""type"": ""Point"", ""coordinates"": [2.363035345060077, 48.8240435855776]}";644.0;EDP;45;;10 rue des Frères d'Astier de la Vigerie;75.0;75013;Wallace;1.0;Non;;Oui;Non;;;;10 rue des Freres d Astier de la Vigerie;113.0;11.0;3855;10;;RUE;FRERES D ASTIER DE LA VIGERIE;3855-10;;13.0;50.0;1
48.8771947466, 2.36371145986;"{""type"": ""Point"", ""coordinates"": [2.363711459864509, 48.87719474659834]}";387.0;DVD;10/119;;3 rue du Terrage;75.0;75010;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;3 rue du Terrage;110.0;14.0;9207;3;;RUE;TERRAGE;9207-3;;10.0;40.0;1
48.8681842382, 2.36249418493;"{""type"": ""Point"", ""coordinates"": [2.362494184929088, 48.86818423815898]}";375.0;DVD;10/141;;12 Place de la République;75.0;75010;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;12 Place de la Republique;110.0;14.0;8159;12;;PL;REPUBLIQUE;8159-12;;10.0;39.0;1
48.8285691469, 2.35827518013;"{""type"": ""Point"", ""coordinates"": [2.358275180129212, 48.82856914689349]}";724.0;DVD;13/116;;Avenue de Choisy;75.0;75013;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;av de Choisy;113.0;14.0;2015;1;;AV;CHOISY;2015-1;numnr;13.0;51.0;1
48.867843926, 2.36290178903;"{""type"": ""Point"", ""coordinates"": [2.362901789027194, 48.8678439259848]}";363.0;DPA;52;Fontaine et miroir d'eau;Place de la République;75.0;75010;Fontaine ornementale;1.0;Non;Non;Oui;Non;;Oui;;pl de la Republique;110.0;12.0;8159;1;;PL;REPUBLIQUE;8159-1;numnr;3.0;10.0;0
48.8676744542, 2.36325011945;"{""type"": ""Point"", ""coordinates"": [2.363250119453607, 48.86767445424663]}";365.0;DPA;;Fontaine miroir;Place de la République;75.0;75010;Fontaine ornementale;1.0;;;;;;;;pl de la Republique;110.0;12.0;8159;1;;PL;REPUBLIQUE;8159-1;numnr;3.0;10.0;0
48.8670463823, 2.36483846038;"{""type"": ""Point"", ""coordinates"": [2.364838460379738, 48.867046382293616]}";348.0;EDP;1;;Place de la République;75.0;75010;Arceau;1.0;Non;Non;Oui;Oui;;;;pl de la Republique;110.0;3.0;8159;1;;PL;REPUBLIQUE;8159-1;numnr;3.0;10.0;1
48.8645523838, 2.36459375967;"{""type"": ""Point"", ""coordinates"": [2.364593759665409, 48.86455238377888]}";61.0;DPA;9;Fontaine publique dite Boucherat;133 rue de Turenne;75.0;75003;Modèle spécifique;1.0;Non;Oui;Oui;Non;;;;133 rue de Turenne;103.0;7.0;9506;133;;RUE;TURENNE;9506-133;;3.0;10.0;1
48.8234410891, 2.36417820026;"{""type"": ""Point"", ""coordinates"": [2.36417820025538, 48.82344108914548]}";628.0;DEVE;;Jardin Baudricourt;Rue de la Pointe d'Ivry;75.0;75013;Borne-fontaine;2.0;Non;Non;Non;Non;Oui;Oui;;Rue de la Pointe d Ivry;113.0;4.0;7552;1;;RUE;POINTE D IVRY;7552-1;numnr;13.0;50.0;1
48.8874309582, 2.36638082265;"{""type"": ""Point"", ""coordinates"": [2.36638082265257, 48.88743095819937]}";1137.0;DEVE;;Jardin d'Eole;39 Rue Aubervilliers;75.0;75018;Borne-fontaine;9.0;Non;Non;Non;Non;Oui;Oui;;39 Rue Aubervilliers;118.0;4.0;0517;39;;RUE;AUBERVILLIERS;0517-39;;18.0;72.0;1
48.8631499516, 2.36681626211;"{""type"": ""Point"", ""coordinates"": [2.366816262113905, 48.86314995163106]}";434.0;DEVE;56;;2 place Pasdeloup;75.0;75011;Fontaine ornementale;1.0;;;;;;;non accessible;2 place Pasdeloup;111.0;12.0;7079;2;;PL;PASDELOUP;7079-2;;11.0;41.0;0
48.8460407276, 2.36714037931;"{""type"": ""Point"", ""coordinates"": [2.367140379306285, 48.84604072756588]}";597.0;DVD;12/147;;98 Quai de la Rapée;75.0;75012;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;98 Quai de la Rapee;112.0;14.0;8037;98;;QU;RAPEE;8037-98;;12.0;48.0;1
48.8294835233, 2.36810496964;"{""type"": ""Point"", ""coordinates"": [2.368104969636646, 48.829483523313044]}";687.0;DDEEES;;Marché Jeanne d'Arc;27 place Jeanne d'Arc;75.0;75013;Borne marché;1.0;Non;Non;;;;;;27 place Jeanne d Arc;113.0;13.0;4929;27;;PL;JEANNE D ARC;4929-27;;13.0;50.0;0
48.8493763497, 2.36762271671;"{""type"": ""Point"", ""coordinates"": [2.367622716708648, 48.849376349739664]}";506.0;DEVE;;Jardin du Port de l'Arsenal;53 boulevard de la Bastille;75.0;75012;Modèle spécifique;1.0;Non;Non;Non;Non;Oui;Oui;;53 boulevard de la Bastille;112.0;7.0;0713;53;;BD;BASTILLE;0713-53;;12.0;48.0;1
48.8300192653, 2.36881791926;"{""type"": ""Point"", ""coordinates"": [2.368817919263099, 48.830019265299256]}";688.0;DDEEES;;Marché Jeanne d'Arc;30 place Jeanne d'Arc;75.0;75013;Borne marché;1.0;Non;Non;;;;;;30 place Jeanne d Arc;113.0;13.0;4929;30;;PL;JEANNE D ARC;4929-30;;13.0;50.0;0
48.8298622028, 2.36892274418;"{""type"": ""Point"", ""coordinates"": [2.368922744176289, 48.8298622027821]}";709.0;DVD;13/119;;26 Place Jeanne d'Arc;75.0;75013;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;26 Place Jeanne d Arc;113.0;14.0;4929;26;;PL;JEANNE D ARC;4929-26;;13.0;50.0;1
48.8538108195, 2.3700777559;"{""type"": ""Point"", ""coordinates"": [2.37007775589642, 48.85381081948966]}";476.0;DVD;11/102;;4 Boulevard Richard Lenoir;75.0;75011;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;4 Boulevard Richard Lenoir;111.0;14.0;8208;4;;BD;RICHARD LENOIR;8208-4;;11.0;43.0;1
48.8314981099, 2.37007326296;"{""type"": ""Point"", ""coordinates"": [2.37007326296263, 48.83149810991676]}";656.0;DEVE;97;Fontaine du Jardin Creux;22 rue Pierre Gourdault;75.0;75013;Fontaine ornementale;1.0;;;;;;;;22 rue Pierre Gourdault;113.0;12.0;7437;22;;RUE;PIERRE GOURDAULT;7437-22;;13.0;50.0;0
48.8858360444, 2.37029361447;"{""type"": ""Point"", ""coordinates"": [2.37029361446828, 48.88583604436418]}";1289.0;DVD;19/118;;25 Rue de Flandre;75.0;75019;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;25 Rue de Flandre;119.0;14.0;3659;25;;AV;FLANDRE;3659-25;;19.0;73.0;1
48.8774210992, 2.37051971476;"{""type"": ""Point"", ""coordinates"": [2.370519714763075, 48.87742109915026]}";397.0;DVD;10/102;;Place du Colonel Fabien;75.0;75010;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;pl du Colonel Fabien;110.0;14.0;2207;1;;PL;COLONEL FABIEN;2207-1;numnr;10.0;40.0;1
48.8822681029, 2.37053519031;"{""type"": ""Point"", ""coordinates"": [2.370535190305868, 48.88226810287065]}";1283.0;DVD;19/155;;196 Boulevard de la Villette;75.0;75019;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;196 Boulevard de la Villette;119.0;14.0;9838;196;;BD;VILLETTE;9838-196;;19.0;73.0;1
48.8650258869, 2.37025645351;"{""type"": ""Point"", ""coordinates"": [2.370256453514938, 48.865025886947365]}";445.0;DDEEES;;Marché Popincourt;122 boulevard Richard Lenoir;75.0;75011;Borne marché;1.0;Non;Non;;;;;;122 boulevard Richard Lenoir;111.0;13.0;8208;122;;BD;RICHARD LENOIR;8208-122;;11.0;41.0;0
48.8557149077, 2.37027941666;"{""type"": ""Point"", ""coordinates"": [2.370279416663797, 48.85571490765011]}";449.0;DDEEES;;Marché Bastille;20 boulevard Richard Lenoir;75.0;75011;Borne marché;1.0;Non;Non;;;;;;20 boulevard Richard Lenoir;111.0;13.0;8208;20;;BD;RICHARD LENOIR;8208-20;;11.0;43.0;0
48.8663168411, 2.37186960695;"{""type"": ""Point"", ""coordinates"": [2.371869606947654, 48.86631684113345]}";430.0;EDP;32;;44 rue Jean-Pierre Timbaud;75.0;75011;Wallace;1.0;Non;;Oui;Non;;;;44 rue Jean Pierre Timbaud;111.0;11.0;4939;44;;RUE;JEAN PIERRE TIMBAUD;4939-44;;11.0;41.0;1
48.8618204994, 2.37283000688;"{""type"": ""Point"", ""coordinates"": [2.372830006876984, 48.861820499381544]}";483.0;DVD;11/119;;86 Boulevard Richard Lenoir;75.0;75011;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;86 Boulevard Richard Lenoir;111.0;14.0;8208;86;;BD;RICHARD LENOIR;8208-86;;11.0;42.0;1
48.8360216029, 2.37348561368;"{""type"": ""Point"", ""coordinates"": [2.373485613678049, 48.83602160285428]}";624.0;DEVE;;Jardin James-Joyce;7 rue Georges Balanchine;75.0;75013;Borne-fontaine;2.0;Non;Non;Non;Non;Oui;Oui;;7 rue Georges Balanchine;113.0;4.0;4115;7;;RUE;GEORGE BALANCHINE;4115-7;;13.0;50.0;1
48.8887215698, 2.37377682298;"{""type"": ""Point"", ""coordinates"": [2.373776822982377, 48.888721569755056]}";1300.0;DVD;19/124;;69 Rue de Flandre;75.0;75019;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;69 Rue de Flandre;119.0;14.0;3659;69;;AV;FLANDRE;3659-69;;19.0;73.0;1
48.8750542025, 2.37401313471;"{""type"": ""Point"", ""coordinates"": [2.374013134712019, 48.87505420247522]}";1277.0;DDEEES;;Marché Villette;62  boulevard de la Villette;75.0;75019;Borne marché;1.0;Non;Non;;;;;;62  boulevard de la Villette;119.0;13.0;9838;62;;BD;VILLETTE;9838-62;;19.0;76.0;0
48.8312566681, 2.3781393665;"{""type"": ""Point"", ""coordinates"": [2.378139366498442, 48.83125666811221]}";632.0;EDP;2;;19 rue de Tolbiac;75.0;75013;Fontaine pétillante;1.0;Non;Non;Oui;Non;;;;19 rue de Tolbiac;113.0;6.0;9337;19;;RUE;TOLBIAC;9337-19;;13.0;50.0;1
48.8556059485, 2.37485910289;"{""type"": ""Point"", ""coordinates"": [2.374859102890023, 48.8556059485387]}";424.0;DPA;59;Fontaine Roquette;70 rue de la Roquette;75.0;75011;Modèle spécifique;1.0;Non;Oui;Oui;Non;;;;70 rue de la Roquette;111.0;7.0;8358;70;;RUE;ROQUETTE;8358-70;;11.0;43.0;1
48.8354849374, 2.3754393231;"{""type"": ""Point"", ""coordinates"": [2.375439323097488, 48.83548493737284]}";600.0;EDP;3;;63 Quai François Mauriac;75.0;75013;An 2000;1.0;Non;Non;Oui;Non;;;FONTAINE MITTERRAND;63 Quai Francois Mauriac;113.0;1.0;3802;63;;QU;FRANCOIS MAURIAC;3802-63;;13.0;50.0;1
48.899309875, 2.37540385877;"{""type"": ""Point"", ""coordinates"": [2.375403858770361, 48.89930987502828]}";1229.0;DEVE;;Square Claude Bernard;176 boulevard Macdonald;75.0;75019;Borne-fontaine;2.0;Non;Non;Non;Non;Oui;Oui;;176 boulevard Macdonald;119.0;4.0;5876;176;;BD;MACDONALD;5876-176;;19.0;74.0;1
48.8715480803, 2.37650036072;"{""type"": ""Point"", ""coordinates"": [2.376500360719358, 48.87154808032328]}";461.0;DVD;11/143;;116 Rue Faubourg du Temple;75.0;75011;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;116 Rue Faubourg du Temple;111.0;14.0;3508;116;;RUE;FAUBOURG DU TEMPLE;3508-116;;11.0;41.0;1
48.8737281531, 2.37605121093;"{""type"": ""Point"", ""coordinates"": [2.376051210934223, 48.873728153050195]}";1238.0;DEVE;;Square Rébeval;Place Marcel Achard;75.0;75019;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;pl Marcel Achard;119.0;4.0;5996;1;;PL;MARCEL ACHARD;5996-1;numnr;19.0;76.0;1
48.8853796593, 2.3768731009;"{""type"": ""Point"", ""coordinates"": [2.376873100897536, 48.88537965929249]}";1226.0;DEVE;;Square Marcel-Mouloudji;10 rue Pierre Reverdy;75.0;75019;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;10 rue Pierre Reverdy;119.0;4.0;7476;10;;RUE;PIERRE REVERDY;7476-10;;19.0;73.0;1
48.8545044791, 2.37769954623;"{""type"": ""Point"", ""coordinates"": [2.377699546230963, 48.85450447911196]}";463.0;DVD;11/107;;125 Avenue Ledru Rollin;75.0;75011;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;125 Avenue Ledru Rollin;111.0;14.0;5467;125;;AV;LEDRU ROLLIN;5467-125;;11.0;43.0;1
48.8496769332, 2.3786587581;"{""type"": ""Point"", ""coordinates"": [2.378658758099176, 48.849676933160225]}";551.0;DDEEES;;Marché Aligre;24 rue d'Aligre;75.0;75012;Borne marché;1.0;Non;Non;;;;;;24 rue d Aligre;112.0;13.0;0200;24;;RUE;ALIGRE;0200-24;;12.0;48.0;0
48.8698741314, 2.37950190435;"{""type"": ""Point"", ""coordinates"": [2.37950190435213, 48.86987413141049]}";455.0;DDEEES;;Marché Belleville;55 boulevard de Belleville;75.0;75011;Borne marché;1.0;Non;Non;;;;;;55 boulevard de Belleville;111.0;13.0;0832;55;;BD;BELLEVILLE;0832-55;;11.0;41.0;0
48.8764652126, 2.37928680526;"{""type"": ""Point"", ""coordinates"": [2.379286805257614, 48.8764652126192]}";1251.0;EDP;86;;51 rue Simon Bolivar;75.0;75019;Wallace;1.0;Non;;Oui;Non;;;;51 rue Simon Bolivar;119.0;11.0;8978;51;;AV;SIMON BOLIVAR;8978-51;;19.0;76.0;1
48.8847366008, 2.37944185915;"{""type"": ""Point"", ""coordinates"": [2.379441859147217, 48.884736600825086]}";1249.0;EDP;85;;125 rue de Meaux;75.0;75019;Wallace;1.0;Non;;Oui;Non;;;;125 rue de Meaux;119.0;11.0;6236;125;;RUE;MEAUX;6236-125;;19.0;73.0;1
48.8555153305, 2.33439795273;"{""type"": ""Point"", ""coordinates"": [2.334397952727568, 48.85551533053552]}";217.0;DEVE;;Fontaine Jacob;Rue Jacob;75.0;75006;Fontaine ornementale;1.0;;;Oui;Non;;;Transférée de la DPA en février 2016;Rue Jacob;106.0;12.0;4771;1;;RUE;JACOB;4771-1;numnr;6.0;24.0;0
48.8979746369, 2.33669349991;"{""type"": ""Point"", ""coordinates"": [2.336693499910539, 48.89797463692705]}";1170.0;DDEEES;;Marché Ney;146 boulevard Ney;75.0;75018;Borne marché;1.0;Non;Non;;;;;;146 boulevard Ney;118.0;13.0;6743;146;;BD;NEY;6743-146;;18.0;69.0;0
48.8784598249, 2.336356842;"{""type"": ""Point"", ""coordinates"": [2.336356842000041, 48.87845982493108]}";321.0;DEVE;;Square Alex-Biscarre;31 rue Notre-Dame-de-Lorette;75.0;75009;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;31 rue Notre Dame de Lorette;109.0;4.0;6832;31;;RUE;NOTRE DAME DE LORETTE;6832-31;;9.0;33.0;1
48.8966676373, 2.33825134438;"{""type"": ""Point"", ""coordinates"": [2.338251344377398, 48.896667637279656]}";1188.0;DVD;18/130;;133 Rue Damrémont;75.0;75018;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;133 Rue Damremont;118.0;14.0;2534;133;;RUE;DAMREMONT;2534-133;;18.0;69.0;1
48.8720525439, 2.33866839885;"{""type"": ""Point"", ""coordinates"": [2.338668398848419, 48.872052543906825]}";336.0;DVD;9/102;;1 Boulevard Haussmann;75.0;75009;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;1 Boulevard Haussmann;109.0;14.0;4485;1;;BD;HAUSSMANN;4485-1;;9.0;35.0;1
48.8847429635, 2.33859903815;"{""type"": ""Point"", ""coordinates"": [2.338599038150735, 48.88474296349612]}";1157.0;DEVE;146;;14 place des Abbesses;75.0;75018;Fontaine ornementale;1.0;;;;;;;;14 place des Abbesses;118.0;12.0;0019;14;;PL;ABBESSES;0019-14;;18.0;70.0;0
48.8920313212, 2.33802538355;"{""type"": ""Point"", ""coordinates"": [2.338025383545407, 48.892031321153446]}";1160.0;DEVE;144;;25 rue des Cloÿs;75.0;75018;Fontaine ornementale;1.0;;;;;;;;25 rue des Cloys;118.0;12.0;2157;25;;RUE;CLOYS;2157-25;;18.0;69.0;0
